1306,"b0abb1f6-6089-4265-9b3e-32a3345c108d,Alvin giant,84642,Stationery,Notepad,Wallet,16,1832,2000-05-20 14:10:34,India,Bangalore,www.jekh@gmail.com,8399,Y,"
1307,"d93236f4-9286-4997-8778-edb66aa93336,Kyle nova,72046,Books,Harry Potter,UPI,5,1366,2019-08-26 20:49:34,UK,Birmingham,www.craigslist.com,4099,N,Incorrect Billing Address"
1308,"910076ba-0cf8-4801-8a72-a0705d5e3206,Hardik pine,78771,Stationery,Notepad,Internet Banking,3,1755,2001-12-14 20:10:34,UK,Manchester,www.google.com,6314,N,Incorrect Billing Address"
1309,"dcd5807f-fb44-41e5-87c1-7d9dcfe50592,Giancarlos spirit,33307,Stationery,Pen,Internet Banking,29,611,2017-06-30 03:46:34,UK,Liverpool,www.blah.com,658,N,Incorrect Billing Address"
1310,"2cf08600-e39a-42b3-b416-e1505262424a,Daulton cedar,90174,Stationery,Notepad,Wallet,47,5799,2005-03-02 05:42:34,Colombia,Leticia,www.craigslist.com,5334,N,Invalid Name"
1311,"3df9a754-bd40-4344-9b01-7d0fddcd87d1,Brandon game,81178,Stationery,Notepad,Card,7,22,2008-04-23 02:08:34,Brazil,Rio de Janeiro,www.thetable.com,527,Y,"
1312,"df2409b5-bc36-4688-8035-d42cb19edd40,Autumn snow,62283,Stationery,Notepad,UPI,46,2527,2012-12-25 01:10:34,Japan,Kyoto,www.intersteller.com,1888,Y,"
1313,"ca713740-735c-47fa-b979-30a7b368d725,Kyle storm,99987,Music,Happier Than Ever,Wallet,27,8235,2004-03-04 10:15:34,India,Hyderabad,www.weloveapples.com,4040,N,Incorrect Billing Address"
1314,"54dd30b0-9cb2-4c79-a3db-807fcec1a694,Hardik pine,51393,Books,A Game of Thrones,Internet Banking,40,9865,2005-04-25 11:18:34,Brazil,Sao Paulo,www.happyy.com,8480,Y,"
1315,"00269582-a8a9-4067-956f-61246983ac1b,Alvin burst,47262,Clothing,Yeezy,Card,45,6948,2008-01-11 18:02:34,Canada,Vancouver,www.goodbye.com,9439,Y,"
1316,"8e2f979d-6a4a-4a71-8cc3-5d178ebb10eb,Mai elemental,30897,Electronics,laptop,Internet Banking,21,5654,2018-06-22 01:00:34,USA,Los Angeles,www.jekh@gmail.com,9110,N,Invalid Name"
1317,"5de95768-5ae9-4c0b-a10e-4a36ac0bf7d0,Abubacarr blessing,56718,Clothing,Hermes,Internet Banking,39,9600,2011-11-21 11:15:34,USA,New York City,www.blah.com,5452,N,Insufficient Balance"
1318,"3486e65e-e051-419e-896b-abfaee3c4f8d,Tony sea,62153,Books,Harry Potter,Wallet,28,4100,2012-06-21 02:55:34,Japan,Yokohama,www.isbroken.com,7652,Y,"
1319,"9943818c-433e-4d8c-96f0-bd84ebe2339b,Alvin storm,33268,Electronics,laptop,Card,33,3550,2008-04-02 22:41:34,Korea,Daegu,www.eatvegtables.com,7084,N,Insufficient Balance"
1320,"f96b705f-a463-43e2-9970-bf3e0c6ef644,Mai giant,62143,Stationery,Notepad,Internet Banking,17,2072,2008-12-14 18:59:34,Brazil,Salvador,www.whynot.com,7888,Y,"
