7506,"f3ba9553-9411-40ef-854a-83ff76334f8e,Sunshine rain,32305,Electronics,CellPhone,UPI,3,792,2016-09-05 14:11:34,Canada,Vancouver,www.jacobblack.com,977,Y,"
7507,"773fbb0a-4e53-4364-b449-e31c53f4bfb6,Steve Parker,18498,Clothing,Yeezy,Card,43,765,2014-09-09 03:27:34,Canada,British Columbia,www.whynot.com,6600,N,Insufficient Balance"
7508,"5fbc4dab-fc05-4ae9-a085-4d06dfbd2dd1,Tony morning,19761,Music,Happier Than Ever,Internet Banking,27,2312,2005-06-18 10:41:34,Japan,Osaka,www.goodbye.com,1863,Y,"
7509,"2c2700cf-1c47-471f-abca-a3645f5438c2,Cameron spirit,51661,Music,ANTI,UPI,36,7583,2017-03-31 23:23:34,Colombia,Barranquilla,www.amazon.com,3900,N,Insufficient Balance"
7510,"24996a42-4600-404d-bc47-af3dcc70b588,Mai game,88335,Stationery,Notepad,Wallet,47,2916,2020-10-27 15:31:34,Colombia,Barranquilla,www.ebay.com,4309,N,Incorrect Billing Address"
7511,"3f21369d-c2b0-4054-9dc8-ba1f655967ab,Giancarlos storm,43352,Music,YEEZUS,Internet Banking,37,1043,2015-04-15 06:29:34,USA,Los Angeles,www.thetable.com,4509,N,Invalid Name"
7512,"6c9a93e6-553d-4962-8de8-4ae7509907a6,Miles cedar,67692,Stationery,Notepad,Wallet,37,5925,2011-01-24 23:39:34,Brazil,Brasilia,www.facebook.marketplace.com,5569,Y,"
7513,"7c1a6580-0c2c-4aeb-9abf-5825e2cab281,Sunshine rain,25483,Books,The Da Vinci Code,UPI,25,523,2006-02-18 18:41:34,Colombia,Medellin,www.happyy.com,6355,Y,"
7514,"6e707c56-ccb8-4734-8783-818ca714da59,Alvin storm,69170,Clothing,Yeezy,UPI,46,2629,2021-08-14 03:33:34,Brazil,Rio de Janeiro,wwww.crystals.com,5647,Y,"
7515,"63905708-9703-4943-a7ba-376b9d30d0ca,Hardik lake,95794,Electronics,TV,Wallet,37,4597,2019-01-14 03:34:34,Japan,Yokohama,www.ebay.com,3862,Y,"
7516,"da70bf8e-e8db-400f-af7a-27687aa421c8,Cameron spirit,44993,Stationery,Markers,Internet Banking,13,1039,2000-03-16 21:54:34,Canada,Ontario,www.weloveapples.com,6816,N,Incorrect Billing Address"
7517,"7e3fc875-6bb1-4f2d-8c79-65a5e05d3397,Alvin burst,23925,Electronics,CellPhone,Internet Banking,33,2677,2006-12-19 12:48:34,Colombia,Leticia,wwww.crystals.com,929,N,Incorrect Billing Address"
7518,"fb7f0e21-2e10-4ffd-a731-e059ec39bf96,Autumn sunset,2406,Books,A Game of Thrones,Wallet,48,4745,2000-06-03 07:34:34,Colombia,Barranquilla,www.amazon.com,3058,Y,"
7519,"6c5a786c-2e49-4eeb-990a-56b6b924a4f0,Abubacarr nova,33024,Books,Harry Potter,Internet Banking,28,5755,2002-04-04 14:44:34,Canada,Ontario,www.craigslist.com,3416,N,Insufficient Balance"
7520,"08a82f7a-db48-4a66-a997-6cc9db2f27c6,Miles leaf,62404,Books,Harry Potter,Wallet,21,662,2013-01-29 12:48:34,India,Bangalore,www.hesjks.com,679,Y,"
